x,y
-10.0,50.0
-9.919678714859439,49.2000129030177
-9.839357429718875,48.40647731488202
-9.759036144578314,47.61939323559298
-9.67871485943775,46.83876066515056
-9.598393574297189,46.06457960355478
-9.518072289156626,45.296850050805624
-9.437751004016064,44.53557200690312
-9.357429718875501,43.78074547184722
-9.27710843373494,43.03237044563797
-9.196787148594378,42.29044692827536
-9.116465863453815,41.55497491975935
-9.036144578313253,40.82595442009
-8.95582329317269,40.10338542926726
-8.875502008032129,39.38726794729117
-8.795180722891565,38.6776019741617
-8.714859437751004,37.97438750987887
-8.634538152610443,37.277624554442674
-8.55421686746988,36.5873131078531
-8.473895582329318,35.90345317011016
-8.393574297188755,35.22604474121385
-8.313253012048193,34.55508782116418
-8.23293172690763,33.89058240996113
-8.152610441767068,33.23252850760472
-8.072289156626507,32.58092611409494
-7.991967871485944,31.935775229431783
-7.911646586345381,31.29707585361526
-7.831325301204819,30.664827986645374
-7.7510040160642575,30.039031628522125
-7.670682730923694,29.41968677924549
-7.590361445783133,28.806793438815504
-7.51004016064257,28.200351607232143
-7.429718875502008,27.60036128449541
-7.349397590361446,27.00682247060531
-7.269076305220883,26.419735165561843
-7.188755020080322,25.839099369365016
-7.108433734939759,25.264915082014802
-7.028112449799197,24.697182303511237
-6.947791164658635,24.135901033854296
-6.867469879518072,23.581071273043985
-6.78714859437751,23.032693021080306
-6.706827309236948,22.490766277963257
-6.626506024096385,21.955291043692842
-6.546184738955823,21.42626731826906
-6.4658634538152615,20.903695101691913
-6.385542168674698,20.387574393961383
-6.305220883534137,19.8779051950775
-6.224899598393574,19.374687505040242
-6.144578313253012,18.877921323849616
-6.06425702811245,18.38760665150562
-5.983935742971887,17.903743488008256
-5.903614457831325,17.426331833357526
-5.823293172690763,16.955371687553423
-5.742971887550201,16.49086305059596
-5.662650602409639,16.03280592248512
-5.582329317269076,15.581200303220916
-5.502008032128514,15.136046192803342
-5.421686746987952,14.697343591232398
-5.341365461847389,14.265092498508087
-5.261044176706827,13.839292914630407
-5.1807228915662655,13.419944839599363
-5.100401606425703,13.007048273414947
-5.020080321285141,12.600603216077161
-4.9397590361445785,12.200609667586008
-4.859437751004016,11.807067627941485
-4.779116465863454,11.419977097143594
-4.698795180722891,11.039338075192335
-4.618473895582329,10.665150562087707
-4.538152610441767,10.297414557829711
-4.457831325301205,9.93613006241835
-4.377510040160643,9.581297075853616
-4.2971887550200805,9.232915598135515
-4.216867469879518,8.890985629264044
-4.136546184738956,8.555507169239206
-4.056224899598393,8.226480218060999
-3.975903614457831,7.903904775729423
-3.8955823293172696,7.587780842244482
-3.815261044176707,7.278108417606169
-3.734939759036145,6.974887501814488
-3.6546184738955825,6.678118094869438
-3.57429718875502,6.38780019677102
-3.4939759036144578,6.103933807519233
-3.4136546184738954,5.826518927114078
-3.333333333333333,5.5555555555555545
-3.2530120481927707,5.291043692843663
-3.172690763052209,5.032983338978405
-3.092369477911647,4.781374493959776
-3.0120481927710845,4.536217157787778
-2.931726907630522,4.297511330462412
-2.8514056224899598,4.065257011983677
-2.7710843373493974,3.8394542023515745
-2.690763052208835,3.620102901566103
-2.6104417670682736,3.4072031096272655
-2.530120481927711,3.2007548265350567
-2.449799196787149,3.0007580522894797
-2.3694779116465865,2.8072127868905343
-2.289156626506024,2.6201190303382202
